Scientific Name,Common Name,Where Listed,Region  ,ESA Listing Status  ,Group,num_papers
Phyllostegia floribunda,No common name,Wherever found,1,Endangered,Flowering Plants,0
Phyllostegia glabra var. lanaiensis,No common name,Wherever found,1,Endangered,Flowering Plants,0
Phyllostegia haliakalae,No common name,Wherever found,1,Endangered,Flowering Plants,0
Phyllostegia helleri,No common name,,1,Endangered,Flowering Plants,0
Phyllostegia hirsuta,No common name,Wherever found,1,Endangered,Flowering Plants,0
Phyllostegia hispida,No common name,Wherever found,1,Endangered,Flowering Plants,0
Phyllostegia kaalaensis,No common name,Wherever found,1,Endangered,Flowering Plants,0
Phyllostegia knudsenii,No common name,Wherever found,1,Endangered,Flowering Plants,0
Phyllostegia mannii,No common name,Wherever found,1,Endangered,Flowering Plants,0
Phyllostegia mollis,No common name,Wherever found,1,Endangered,Flowering Plants,0
Phyllostegia parviflora,No common name,Wherever found,1,Endangered,Flowering Plants,0
Phyllostegia pilosa,No common name,Wherever found,1,Endangered,Flowering Plants,0
Phyllostegia racemosa,Kiponapona,Wherever found,1,Endangered,Flowering Plants,0
Phyllostegia renovans,No common name,Wherever found,1,Endangered,Flowering Plants,0
Phyllostegia stachyoides,No common name,Wherever found,1,Endangered,Flowering Plants,0
Phyllostegia velutina,No common name,Wherever found,1,Endangered,Flowering Plants,0
Phyllostegia waimeae,No common name,Wherever found,1,Endangered,Flowering Plants,0
Phyllostegia warshaueri,No common name,Wherever found,1,Endangered,Flowering Plants,0
Phyllostegia wawrana,No common name,Wherever found,1,Endangered,Flowering Plants,0
Physaria douglasii ssp. tuplashensis,White Bluffs bladderpod,Wherever found,1,Threatened,Flowering Plants,0
Physaria filiformis,Missouri bladderpod,Wherever found,3,Threatened,Flowering Plants,0
Physaria globosa,Short's bladderpod,Wherever found,4,Endangered,Flowering Plants,0
Physaria obcordata,Dudley Bluffs twinpod,Wherever found,6,Threatened,Flowering Plants,0
Physaria pallida,White bladderpod,Wherever found,2,Endangered,Flowering Plants,0
Physaria thamnophila,Zapata bladderpod,Wherever found,2,Endangered,Flowering Plants,0
Pilosocereus robinii,Key tree cactus,,4,Endangered,Flowering Plants,0
Pinguicula ionantha,Godfrey's butterwort,,4,Threatened,Flowering Plants,0
Piperia yadonii,Yadon's piperia,Wherever found,8,Endangered,Flowering Plants,0
Pittosporum halophilum,Hoawa,Wherever found,1,Endangered,Flowering Plants,0
Pittosporum hawaiiense,Hoawa,Wherever found,1,Endangered,Flowering Plants,0
Pittosporum napaliense,Ho`awa,Wherever found,1,Endangered,Flowering Plants,0
Pityopsis ruthii,Ruth's golden aster,Wherever found,4,Endangered,Flowering Plants,0
Plagiobothrys hirtus,rough popcornflower,Wherever found,1,Endangered,Flowering Plants,0
Plagiobothrys strictus,Calistoga allocarya,Wherever found,8,Endangered,Flowering Plants,0
Plantago hawaiensis,Kuahiwi laukahi,Wherever found,1,Endangered,Flowering Plants,0
Plantago princeps,Kuahiwi laukahi,Wherever found,1,Endangered,Flowering Plants,0
Platanthera holochila,No common name,Wherever found,1,Endangered,Flowering Plants,0
Platanthera integrilabia,White fringeless orchid,,4,Threatened,Flowering Plants,0
Platanthera leucophaea,Eastern prairie fringed orchid,Wherever found,3,Threatened,Flowering Plants,0
Platanthera praeclara,Western prairie fringed Orchid,Wherever found,3,Threatened,Flowering Plants,0
Platydesma cornuta var. decurrens,No common name,Wherever found,1,Endangered,Flowering Plants,0
Platydesma remyi,No common name,Wherever found,1,Endangered,Flowering Plants,0
Platydesma rostrata,Pilo kea lau li`i,Wherever found,1,Endangered,Flowering Plants,0
Pleodendron macranthum,Chupacallos,Wherever found,4,Endangered,Flowering Plants,0
Pleomele fernaldii,Hala pepe,Wherever found,1,Endangered,Flowering Plants,0
Pleomele forbesii,Hala pepe,Wherever found,1,Endangered,Flowering Plants,0
Pleomele hawaiiensis,Hala pepe,Wherever found,1,Endangered,Flowering Plants,0
Poa atropurpurea,San Bernardino bluegrass,Wherever found,8,Endangered,Flowering Plants,0
Poa mannii,Mann's bluegrass,Wherever found,1,Endangered,Flowering Plants,0
Poa napensis,Napa bluegrass,Wherever found,8,Endangered,Flowering Plants,0
Poa sandvicensis,Hawaiian bluegrass,Wherever found,1,Endangered,Flowering Plants,0
Poa siphonoglossa,No common name,Wherever found,1,Endangered,Flowering Plants,3
Pogogyne abramsii,San Diego mesa-mint,Wherever found,8,Endangered,Flowering Plants,0
Pogogyne nudiuscula,Otay mesa-mint,Wherever found,8,Endangered,Flowering Plants,3
Polygala lewtonii,Lewton's polygala,,4,Endangered,Flowering Plants,0
Polygala smallii,Tiny polygala,,4,Endangered,Flowering Plants,0
Polygonella basiramia,Wireweed,,4,Endangered,Flowering Plants,0
Polygonella myriophylla,Sandlace,,4,Endangered,Flowering Plants,0
Polygonum hickmanii,Scotts Valley Polygonum,Wherever found,8,Endangered,Flowering Plants,0
Polyscias bisattenuata,No common name,Wherever found,1,Endangered,Flowering Plants,0
Polyscias flynnii,No common name,Wherever found,1,Endangered,Flowering Plants,0
Polyscias gymnocarpa,`Ohe`ohe,Wherever found,1,Endangered,Flowering Plants,0
Polyscias lydgatei,No common name,Wherever found,1,Endangered,Flowering Plants,0
Polyscias racemosa,No common name,Wherever found,1,Endangered,Flowering Plants,0
Portulaca sclerocarpa,Po`e,Wherever found,1,Endangered,Flowering Plants,0
Portulaca villosa,Ihi,Wherever found,1,Endangered,Flowering Plants,0
Potamogeton clystocarpus,Little Aguja (=Creek) Pondweed,Wherever found,2,Endangered,Flowering Plants,0
Potentilla hickmanii,Hickman's potentilla,Wherever found,8,Endangered,Flowering Plants,0
Primula maguirei,Maguire primrose,Wherever found,6,Threatened,Flowering Plants,0
Pritchardia aylmer-robinsonii,loulu,Wherever found,1,Endangered,Flowering Plants,0
Pritchardia bakeri,loulu,Wherever found,1,Endangered,Flowering Plants,0
Pritchardia hardyi,loulu,Wherever found,1,Endangered,Flowering Plants,0
Pritchardia kaalae,loulu,Wherever found,1,Endangered,Flowering Plants,0
Pritchardia lanigera,loulu,Wherever found,1,Endangered,Flowering Plants,0
Pritchardia maideniana,loulu,Wherever found,1,Endangered,Flowering Plants,0
Pritchardia munroi,loulu,Wherever found,1,Endangered,Flowering Plants,0
Pritchardia napaliensis,loulu,Wherever found,1,Endangered,Flowering Plants,0
Pritchardia remota,loulu,Wherever found,1,Endangered,Flowering Plants,0
Pritchardia schattaueri,loulu,Wherever found,1,Endangered,Flowering Plants,0
Pritchardia viscosa,loulu,Wherever found,1,Endangered,Flowering Plants,0
Prunus geniculata,Scrub plum,,4,Endangered,Flowering Plants,0
Pseudobahia bahiifolia,Hartweg's golden sunburst,Wherever found,8,Endangered,Flowering Plants,0
Pseudobahia peirsonii,San Joaquin adobe sunburst,Wherever found,8,Threatened,Flowering Plants,0
Pseudognaphalium sandwicensium var. molokaiense,`Ena`ena,Wherever found,1,Endangered,Flowering Plants,0
Psychotria grandiflora,Kopiko,Wherever found,1,Endangered,Flowering Plants,0
Psychotria hexandra ssp. oahuensis,Kopiko,Wherever found,1,Endangered,Flowering Plants,0
Psychotria hobdyi,Kopiko,Wherever found,1,Endangered,Flowering Plants,0
Psychotria malaspinae,Aplokating-palaoan,Wherever found,1,Endangered,Flowering Plants,0
Pteralyxia kauaiensis,Kaulu,Wherever found,1,Endangered,Flowering Plants,0
Pteralyxia macrocarpa,Kaulu,Wherever found,1,Endangered,Flowering Plants,0
Ptilimnium nodosum,Harperella,Wherever found,5,Endangered,Flowering Plants,0
Purshia (=Cowania) subintegra,Arizona Cliffrose,Wherever found,2,Endangered,Flowering Plants,0
Quercus hinckleyi,Hinckley oak,Wherever found,2,Threatened,Flowering Plants,0
Ranunculus aestivalis (=acriformis),Autumn Buttercup,Wherever found,6,Endangered,Flowering Plants,0
Ranunculus hawaiensis,Makou,Wherever found,1,Endangered,Flowering Plants,0
Ranunculus mauiensis,Makou,Wherever found,1,Endangered,Flowering Plants,0
Remya kauaiensis,No common name,Wherever found,1,Endangered,Flowering Plants,0
Remya mauiensis,Maui remya,Wherever found,1,Endangered,Flowering Plants,0
Remya montgomeryi,No common name,Wherever found,1,Endangered,Flowering Plants,0
Rhodiola integrifolia ssp. leedyi,Leedy's roseroot,Wherever found,3,Threatened,Flowering Plants,0
Rhododendron chapmanii,Chapman rhododendron,,4,Endangered,Flowering Plants,0
Rhus michauxii,Michaux's sumac,Wherever found,4,Endangered,Flowering Plants,0
Rhynchospora knieskernii,Knieskern's Beaked-rush,Wherever found,5,Threatened,Flowering Plants,0
Ribes echinellum,Miccosukee gooseberry,,4,Threatened,Flowering Plants,0
Rorippa gambellii,Gambel's watercress,Wherever found,8,Endangered,Flowering Plants,2
Sagittaria fasciculata,Bunched arrowhead,Wherever found,4,Endangered,Flowering Plants,0
Sagittaria secundifolia,Kral's water-plantain,Wherever found,4,Threatened,Flowering Plants,6
Sanicula mariversa,No common name,Wherever found,1,Endangered,Flowering Plants,0
Sanicula purpurea,No common name,Wherever found,1,Endangered,Flowering Plants,0
Sanicula sandwicensis,No common name,Wherever found,1,Endangered,Flowering Plants,0
Santalum haleakalae var. lanaiense,Lanai sandalwood (=`iliahi),Wherever found,1,Endangered,Flowering Plants,0
Santalum involutum,No common name,Wherever found,1,Endangered,Flowering Plants,0
Sarracenia oreophila,Green pitcher-plant,Wherever found,4,Endangered,Flowering Plants,0
Sarracenia rubra ssp. jonesii,Mountain sweet pitcher-plant,Wherever found,4,Endangered,Flowering Plants,0
Scaevola coriacea,Dwarf naupaka,Wherever found,1,Endangered,Flowering Plants,0
Schenkia sebaeoides,Awiwi,Wherever found,1,Endangered,Flowering Plants,0
Schiedea adamantis,Diamond Head schiedea,Wherever found,1,Endangered,Flowering Plants,0
Schiedea apokremnos,Ma`oli`oli,Wherever found,1,Endangered,Flowering Plants,0
Schiedea attenuata,No common name,Wherever found,1,Endangered,Flowering Plants,0
Schiedea diffusa subsp. diffusa,No common name,Wherever found,1,Endangered,Flowering Plants,0
Schiedea haleakalensis,No common name,Wherever found,1,Endangered,Flowering Plants,0
Schiedea hawaiiensis,Ma`oli`oli,Wherever found,1,Endangered,Flowering Plants,0
Schiedea helleri,No common name,Wherever found,1,Endangered,Flowering Plants,0
Schiedea hookeri,No common name,Wherever found,1,Endangered,Flowering Plants,0
Schiedea jacobii,No common name,Wherever found,1,Endangered,Flowering Plants,0
Schiedea kaalae,No common name,Wherever found,1,Endangered,Flowering Plants,0
Schiedea kauaiensis,No common name,Wherever found,1,Endangered,Flowering Plants,0
Schiedea kealiae,Ma`oli`oli,Wherever found,1,Endangered,Flowering Plants,0
Schiedea laui,No common name,Wherever found,1,Endangered,Flowering Plants,0
Schiedea lychnoides,Kuawawaenohu,Wherever found,1,Endangered,Flowering Plants,0
Schiedea lydgatei,No common name,Wherever found,1,Endangered,Flowering Plants,0
Schiedea membranacea,No common name,Wherever found,1,Endangered,Flowering Plants,0
Schiedea nuttallii,No common name,Wherever found,1,Endangered,Flowering Plants,0
Schiedea obovata,No common name,Wherever found,1,Endangered,Flowering Plants,0
Schiedea pubescens,Ma`oli`oli,Wherever found,1,Endangered,Flowering Plants,0
Schiedea salicaria,No common name,Wherever found,1,Endangered,Flowering Plants,0
Schiedea sarmentosa,No common name,Wherever found,1,Endangered,Flowering Plants,0
Schiedea spergulina var. spergulina,No common name,Wherever found,1,Threatened,Flowering Plants,0
Schiedea stellarioides,Laulihilihi,Wherever found,1,Endangered,Flowering Plants,0
Schiedea trinervis,No common name,Wherever found,1,Endangered,Flowering Plants,0
Schiedea verticillata,No common name,Wherever found,1,Endangered,Flowering Plants,0
Schiedea viscosa,No common name,Wherever found,1,Endangered,Flowering Plants,0
Schoenocrambe argillacea,Clay reed-mustard,Wherever found,6,Threatened,Flowering Plants,0
Schoenocrambe barnebyi,Barneby reed-mustard,Wherever found,6,Endangered,Flowering Plants,0
Schoenocrambe suffrutescens,Shrubby reed-mustard,Wherever found,6,Endangered,Flowering Plants,0
Schoepfia arenaria,No common name,Wherever found,4,Threatened,Flowering Plants,0
Schwalbea americana,American chaffseed,Wherever found,4,Endangered,Flowering Plants,0
Scirpus ancistrochaetus,Northeastern bulrush,,5,Endangered,Flowering Plants,0
Sclerocactus brevihamatus ssp. tobuschii,Tobusch fishhook cactus,Wherever found,2,Threatened,Flowering Plants,0
Sclerocactus brevispinus,Pariette cactus,Wherever found,6,Threatened,Flowering Plants,0
Sclerocactus glaucus,Colorado hookless Cactus,Wherever found,6,Threatened,Flowering Plants,0
Sclerocactus mariposensis,Lloyd''s Mariposa cactus,Wherever found,2,Threatened,Flowering Plants,0
Sclerocactus mesae-verdae,Mesa Verde cactus,Wherever found,2,Threatened,Flowering Plants,0
Sclerocactus wetlandicus,Uinta Basin hookless cactus,Wherever found,6,Threatened,Flowering Plants,0
Sclerocactus wrightiae,Wright fishhook cactus,Wherever found,6,Endangered,Flowering Plants,0
Scutellaria floridana,Florida skullcap,,4,Threatened,Flowering Plants,0
Scutellaria montana,Large-flowered skullcap,Wherever found,4,Threatened,Flowering Plants,0
Senecio layneae,Layne's butterweed,Wherever found,8,Threatened,Flowering Plants,0
Serianthes nelsonii,"Hayun Iagu (=(Guam), Tronkon guafi (Rota))",Wherever found,1,Endangered,Flowering Plants,0
Sesbania tomentosa,Ohai,Wherever found,1,Endangered,Flowering Plants,2
Sibara filifolia,Santa Cruz Island rockcress,Wherever found,8,Endangered,Flowering Plants,0
Sicyos albus,`Anunu,Wherever found,1,Endangered,Flowering Plants,0
Sicyos lanceoloideus,No common name,Wherever found,1,Endangered,Flowering Plants,0
Sicyos macrophyllus,`Anunu,Wherever found,1,Endangered,Flowering Plants,0
Sidalcea keckii,Keck's Checker-mallow,Wherever found,8,Endangered,Flowering Plants,0
Sidalcea nelsoniana,Nelson's checker-mallow,Wherever found,1,Threatened,Flowering Plants,0
Sidalcea oregana var. calva,Wenatchee Mountains checkermallow,Wherever found,1,Endangered,Flowering Plants,0
Sidalcea pedata,Pedate checker-mallow,Wherever found,8,Endangered,Flowering Plants,0
Sideroxylon reclinatum ssp. austrofloridense,Everglades bully,,4,Threatened,Flowering Plants,0
Silene alexandri,No common name,Wherever found,1,Endangered,Flowering Plants,0
Silene hawaiiensis,No common name,Wherever found,1,Threatened,Flowering Plants,0
Silene lanceolata,No common name,Wherever found,1,Endangered,Flowering Plants,0
Silene perlmanii,No common name,Wherever found,1,Endangered,Flowering Plants,0
Silene polypetala,Fringed campion,Wherever found,4,Endangered,Flowering Plants,2
Silene spaldingii,Spalding's Catchfly,Wherever found,1,Threatened,Flowering Plants,4
Sisyrinchium dichotomum,White irisette,Wherever found,4,Endangered,Flowering Plants,0
Solanum drymophilum,Erubia,Wherever found,4,Endangered,Flowering Plants,0
Solanum guamense,Berenghenas halomtano,Wherever found,1,Endangered,Flowering Plants,0
Solanum incompletum,Popolo ku mai,Wherever found,1,Endangered,Flowering Plants,0
Solanum nelsonii,Popolo,Wherever found,1,Endangered,Flowering Plants,0
Solanum sandwicense,"`Aiakeakua, popolo",Wherever found,1,Endangered,Flowering Plants,0
Solidago houghtonii,Houghton's goldenrod,Wherever found,3,Threatened,Flowering Plants,0
Solidago shortii,Short's goldenrod,Wherever found,4,Endangered,Flowering Plants,0
Solidago spithamaea,Blue Ridge goldenrod,Wherever found,4,Threatened,Flowering Plants,0
Spermolepis hawaiiensis,No common name,Wherever found,1,Endangered,Flowering Plants,0
Sphaeralcea gierischii,Gierisch mallow,Wherever found,2,Endangered,Flowering Plants,0
Spigelia gentianoides,Gentian pinkroot,,4,Endangered,Flowering Plants,0
Spiraea virginiana,Virginia spiraea,Wherever found,5,Threatened,Flowering Plants,0
Spiranthes delitescens,Canelo Hills ladies'-tresses,Wherever found,2,Endangered,Flowering Plants,0
Spiranthes diluvialis,Ute ladies'-tresses,Wherever found,6,Threatened,Flowering Plants,0
Spiranthes parksii,Navasota ladies-tresses,Wherever found,2,Endangered,Flowering Plants,0
Stahlia monosperma,Cobana negra,Wherever found,4,Threatened,Flowering Plants,0
Stenogyne angustifolia var. angustifolia,No common name,Wherever found,1,Endangered,Flowering Plants,0
Stenogyne bifida,No common name,Wherever found,1,Endangered,Flowering Plants,0
Stenogyne campanulata,No common name,Wherever found,1,Endangered,Flowering Plants,0
Stenogyne cranwelliae,No common name,Wherever found,1,Endangered,Flowering Plants,0
Stenogyne kaalae ssp. sherffii,No common name,Wherever found,1,Endangered,Flowering Plants,0
Stenogyne kanehoana,No common name,Wherever found,1,Endangered,Flowering Plants,0
Stenogyne kauaulaensis,No common name,Wherever found,1,Endangered,Flowering Plants,0
Stenogyne kealiae,No common name,Wherever found,1,Endangered,Flowering Plants,0
Stephanomeria malheurensis,Malheur wire-lettuce,Wherever found,1,Endangered,Flowering Plants,0
Streptanthus albidus ssp. albidus,Metcalf Canyon jewelflower,Wherever found,8,Endangered,Flowering Plants,0
Streptanthus niger,Tiburon jewelflower,Wherever found,8,Endangered,Flowering Plants,0
Styrax platanifolius ssp. texanus,Texas snowbells,Wherever found,2,Endangered,Flowering Plants,0
Styrax portoricensis,Palo de jazmin,Wherever found,4,Endangered,Flowering Plants,0
Suaeda californica,California seablite,,8,Endangered,Flowering Plants,0
Swallenia alexandrae,Eureka Dune grass,,8,Threatened,Flowering Plants,0
Tabernaemontana rotensis,No common name,Wherever found,1,Threatened,Flowering Plants,0
Taraxacum californicum,California taraxacum,Wherever found,8,Endangered,Flowering Plants,0
Ternstroemia luquillensis,Palo colorado,Wherever found,4,Endangered,Flowering Plants,0
Ternstroemia subsessilis,No common name,Wherever found,4,Endangered,Flowering Plants,0
Tetramolopium arenarium,No common name,Wherever found,1,Endangered,Flowering Plants,0
Tetramolopium capillare,Pamakani,Wherever found,1,Endangered,Flowering Plants,0
Tetramolopium filiforme,No common name,Wherever found,1,Endangered,Flowering Plants,0
Tetramolopium lepidotum ssp. lepidotum,No common name,Wherever found,1,Endangered,Flowering Plants,0
Tetramolopium remyi,No common name,Wherever found,1,Endangered,Flowering Plants,0
Tetramolopium rockii,No common name,Wherever found,1,Threatened,Flowering Plants,0
Thalictrum cooleyi,Cooley's meadowrue,Wherever found,4,Endangered,Flowering Plants,0
Thelypodium howellii ssp. spectabilis,Howell''s spectacular thelypody,Wherever found,1,Threatened,Flowering Plants,0
Thelypodium stenopetalum,Slender-petaled mustard,Wherever found,8,Endangered,Flowering Plants,0
Thlaspi californicum,Kneeland Prairie penny-cress,Wherever found,8,Endangered,Flowering Plants,0
Thymophylla tephroleuca,Ashy dogweed,Wherever found,2,Endangered,Flowering Plants,0
Thysanocarpus conchuliferus,Santa Cruz Island fringepod,Wherever found,8,Endangered,Flowering Plants,0
Tinospora homosepala,No common name,Wherever found,1,Endangered,Flowering Plants,0
Townsendia aprica,Last Chance townsendia,Wherever found,6,Threatened,Flowering Plants,0
Trematolobelia singularis,No common name,Wherever found,1,Endangered,Flowering Plants,7
Trichilia triacantha,Bariaco,Wherever found,4,Endangered,Flowering Plants,0
Trifolium amoenum,Showy Indian clover,Wherever found,8,Endangered,Flowering Plants,0
Trifolium trichocalyx,Monterey clover,Wherever found,8,Endangered,Flowering Plants,0
Trillium persistens,Persistent trillium,Wherever found,4,Endangered,Flowering Plants,0
Trillium reliquum,Relict trillium,Wherever found,4,Endangered,Flowering Plants,0
Tuberolabium guamense,No common name,Wherever found,1,Threatened,Flowering Plants,0
Tuctoria greenei,Greene's tuctoria,Wherever found,8,Endangered,Flowering Plants,0
Tuctoria mucronata,Solano grass,Wherever found,8,Endangered,Flowering Plants,0
Urera kaalae,Opuhe,Wherever found,1,Endangered,Flowering Plants,0
Varronia rupicola,No common name,Wherever found,4,Threatened,Flowering Plants,0
Verbena californica,Red Hills vervain,Wherever found,8,Threatened,Flowering Plants,0
Verbesina dissita,Big-leaved crownbeard,Wherever found,8,Threatened,Flowering Plants,0
Vernonia proctorii,No common name,Wherever found,4,Endangered,Flowering Plants,0
Vicia menziesii,Hawaiian vetch,Wherever found,1,Endangered,Flowering Plants,0
Vigna o-wahuensis,No common name,Wherever found,1,Endangered,Flowering Plants,0
Viola chamissoniana ssp. chamissoniana,Pamakani,Wherever found,1,Endangered,Flowering Plants,0
Viola helenae,No common name,Wherever found,1,Endangered,Flowering Plants,0
Viola kauaiensis var. wahiawaensis,Nani wai`ale`ale,Wherever found,1,Endangered,Flowering Plants,0
Viola lanaiensis,No common name,Wherever found,1,Endangered,Flowering Plants,0
Viola oahuensis,No common name,Wherever found,1,Endangered,Flowering Plants,1
Warea amplexifolia,Wide-leaf warea,,4,Endangered,Flowering Plants,0
Warea carteri,Carter's mustard,,4,Endangered,Flowering Plants,0
Wikstroemia skottsbergiana,No common name,,1,Endangered,Flowering Plants,0
Wikstroemia villosa,No common name,Wherever found,1,Endangered,Flowering Plants,0
Wilkesia hobdyi,Dwarf iliau,Wherever found,1,Endangered,Flowering Plants,0
Xylosma crenatum,No common name,Wherever found,1,Endangered,Flowering Plants,1
Xyris tennesseensis,Tennessee yellow-eyed grass,Wherever found,4,Endangered,Flowering Plants,0
Yermo xanthocephalus,Desert yellowhead,Wherever found,6,Threatened,Flowering Plants,0
Zanthoxylum dipetalum var. tomentosum,A`e,Wherever found,1,Endangered,Flowering Plants,0
Zanthoxylum hawaiiense,A`e,Wherever found,1,Endangered,Flowering Plants,0
Zanthoxylum oahuense,A`e,Wherever found,1,Endangered,Flowering Plants,0
Zanthoxylum thomasianum,St. Thomas prickly-ash,Wherever found,4,Endangered,Flowering Plants,0
Zizania texana,Texas wild-rice,Wherever found,2,Endangered,Flowering Plants,0
Ziziphus celata,Florida ziziphus,,4,Endangered,Flowering Plants,0
Ambrysus amargosus,Ash Meadows naucorid,Wherever found,8,Threatened,Insects,0
Anaea troglodyta floridalis,Florida leafwing Butterfly,Wherever found,4,Endangered,Insects,0
Apodemia mormo langei,Lange's metalmark butterfly,Wherever found,8,Endangered,Insects,0
Batrisodes texanus,Coffin Cave mold beetle,Wherever found,2,Endangered,Insects,0
Batrisodes venyivi,Helotes mold beetle,Wherever found,2,Endangered,Insects,0
Boloria acrocnema,Uncompahgre fritillary butterfly,Wherever found,6,Endangered,Insects,0
Bombus affinis,Rusty patched bumble bee,Wherever found,3,Endangered,Insects,0
Bombus franklini,Franklin''s bumble bee,Wherever found,1,Endangered,Insects,0
Brychius hungerfordi,Hungerford's crawling water Beetle,Wherever found,3,Endangered,Insects,0
Callophrys mossii bayensis,San Bruno elfin butterfly,Wherever found,8,Endangered,Insects,0
Cicindela nevadica lincolniana,Salt Creek Tiger beetle,Wherever found,6,Endangered,Insects,0
Cicindela ohlone,Ohlone tiger beetle,Wherever found,8,Endangered,Insects,0
Cicindelidia floridana,Miami tiger beetle,Wherever found,4,Endangered,Insects,0
Cyclargus (=Hemiargus) thomasi bethunebakeri,Miami Blue Butterfly,Wherever found,4,Endangered,Insects,0
Cyclargus ammon,Nickerbean Blue Butterfly,Wherever found,4,Similarity of Appearance (Threatened),Insects,0
Desmocerus californicus dimorphus,Valley elderberry longhorn beetle,Wherever found,8,Threatened,Insects,0
Dinacoma caseyi,Casey's June Beetle,Wherever found,8,Endangered,Insects,0
Drosophila aglaia,Hawaiian picture-wing fly,Wherever found,1,Endangered,Insects,0
Drosophila differens,Hawaiian picture-wing fly,Wherever found,1,Endangered,Insects,0
Drosophila digressa,Hawaiian picture-wing fly,Wherever found,1,Endangered,Insects,0
Drosophila hemipeza,Hawaiian picture-wing fly,Wherever found,1,Endangered,Insects,0
Drosophila heteroneura,Hawaiian picture-wing fly,Wherever found,1,Endangered,Insects,0
Drosophila montgomeryi,Hawaiian picture-wing fly,Wherever found,1,Endangered,Insects,0
Drosophila mulli,Hawaiian picture-wing fly,Wherever found,1,Threatened,Insects,0
Drosophila musaphilia,Hawaiian picture-wing fly,Wherever found,1,Endangered,Insects,0
Drosophila neoclavisetae,Hawaiian picture-wing fly,Wherever found,1,Endangered,Insects,0
Drosophila obatai,Hawaiian picture-wing fly,Wherever found,1,Endangered,Insects,0
Drosophila ochrobasis,Hawaiian picture-wing fly,Wherever found,1,Endangered,Insects,0
Drosophila sharpi,Hawaiian picture-wing fly,Wherever found,1,Endangered,Insects,0
Drosophila substenoptera,Hawaiian picture-wing fly,Wherever found,1,Endangered,Insects,0
Drosophila tarphytrichia,Hawaiian picture-wing fly,Wherever found,1,Endangered,Insects,2
Elaphrus viridis,Delta green ground beetle,Wherever found,8,Threatened,Insects,0
Ellipsoptera puritana,Puritan tiger beetle,Wherever found,5,Threatened,Insects,0
Euchloe ausonides insulanus,Island marble Butterfly,Wherever found,1,Endangered,Insects,2
Euphilotes battoides allyni,El Segundo blue butterfly,Wherever found,8,Endangered,Insects,0
Euphilotes enoptes smithi,Smith's blue butterfly,Wherever found,8,Endangered,Insects,0
Euphydryas editha taylori,Taylor's (=whulge) Checkerspot,Wherever found,1,Endangered,Insects,0
Euproserpinus euterpe,Kern primrose sphinx moth,Wherever found,8,Threatened,Insects,0
Glaucopsyche lygdamus palosverdesensis,Palos Verdes blue butterfly,Wherever found,8,Endangered,Insects,0
Habroscelimorpha dorsalis dorsalis,Northeastern beach tiger beetle,Wherever found,5,Threatened,Insects,0
Hemiargus ceraunus antibubastus,Ceraunus Blue Butterfly,Wherever found,4,Similarity of Appearance (Threatened),Insects,0
Heraclides aristodemus ponceanus,Schaus swallowtail butterfly,Wherever found,4,Endangered,Insects,0
Hesperia dacotae,Dakota Skipper,Wherever found,3,Threatened,Insects,0
Hesperia leonardus montana,Pawnee montane skipper,Wherever found,6,Threatened,Insects,0
Heterelmis comalensis,Comal Springs riffle beetle,Wherever found,2,Endangered,Insects,0
Hylaeus anthracinus,Anthricinan yellow-faced bee,Wherever found,1,Endangered,Insects,0
Hylaeus assimulans,Assimulans yellow-faced bee,Wherever found,1,Endangered,Insects,0
Hylaeus facilis,Easy yellow-faced bee,Wherever found,1,Endangered,Insects,0
Hylaeus hilaris,Hilaris yellow-faced bee,Wherever found,1,Endangered,Insects,0
Hylaeus kuakea,Hawaiian yellow-faced bee,Wherever found,1,Endangered,Insects,0
Hylaeus longiceps,Hawaiian yellow-faced bee,Wherever found,1,Endangered,Insects,0
Hylaeus mana,Hawaiian yellow-faced bee,Wherever found,1,Endangered,Insects,0
Hypolimnas octocula marianensis,Mariana eight-spot butterfly,Wherever found,1,Endangered,Insects,0
Icaricia (Plebejus) shasta charlestonensis,Mount Charleston blue butterfly,Wherever found,8,Endangered,Insects,1
Icaricia icarioides missionensis,Mission blue butterfly,Wherever found,8,Endangered,Insects,0
Ischnura luta,Rota blue damselfly,Wherever found,1,Endangered,Insects,0
Lednia tumana,Meltwater lednian stonefly,Wherever found,6,Threatened,Insects,0
Leptotes cassius theonus,Cassius Blue Butterfly,Wherever found,4,Similarity of Appearance (Threatened),Insects,0
Lycaeides argyrognomon lotis,Lotis blue butterfly,Wherever found,8,Endangered,Insects,0
Lycaeides melissa samuelis,Karner blue butterfly,Wherever found,3,Endangered,Insects,0
Lycaena hermes,Hermes copper butterfly,Wherever found,8,Threatened,Insects,4
Manduca blackburni,Blackburn's sphinx moth,Wherever found,1,Endangered,Insects,0
Megalagrion leptodemas,Crimson Hawaiian damselfly,Wherever found,1,Endangered,Insects,0
Megalagrion nesiotes,Flying earwig Hawaiian damselfly,Wherever found,1,Endangered,Insects,0
Megalagrion nigrohamatum nigrolineatum,Blackline Hawaiian damselfly,Wherever found,1,Endangered,Insects,0
Megalagrion oceanicum,Oceanic Hawaiian damselfly,Wherever found,1,Endangered,Insects,0
Megalagrion pacificum,Pacific Hawaiian damselfly,Wherever found,1,Endangered,Insects,0
Megalagrion xanthomelas,Orangeblack Hawaiian damselfly,Wherever found,1,Endangered,Insects,0
